1.367406249999999943e+02 1.371073749999999905e+02 1.367406249999999943e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.358666249999999991e+02 1.360585000000000093e+02 1.367406249999999943e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.281606874999999945e+02 1.276736874999999998e+02 1.367406249999999943e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.283764374999999802e+02 1.278268125000000026e+02 1.367406249999999943e+02 4.291628749999999854e+02 0.000000000000000000e+00
9.297706249999998818e+01 9.313575000000000159e+01 1.367406249999999943e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.367406249999999943e+02 1.294395624999999939e+02 1.292283124999999870e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.358666249999999991e+02 1.283906250000000000e+02 1.292283124999999870e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.281606874999999945e+02 1.303518124999999941e+02 1.292283124999999870e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.283764374999999802e+02 1.308958749999999895e+02 1.292283124999999870e+02 4.291628749999999854e+02 0.000000000000000000e+00
9.297706249999998818e+01 1.892729999999999961e+02 1.292283124999999870e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.367406249999999943e+02 7.979437500000000227e+01 7.972962499999999864e+01 4.291628749999999854e+02 0.000000000000000000e+00
1.358666249999999991e+02 7.874550000000000693e+01 7.972962499999999864e+01 4.291628749999999854e+02 0.000000000000000000e+00
1.281606874999999945e+02 8.918643749999999670e+01 7.972962499999999864e+01 4.291628749999999854e+02 0.000000000000000000e+00
1.283764374999999802e+02 8.973056249999999068e+01 7.972962499999999864e+01 4.291628749999999854e+02 0.000000000000000000e+00
9.297706249999998818e+01 1.335642499999999870e+02 7.972962499999999864e+01 4.291628749999999854e+02 0.000000000000000000e+00
1.367406249999999943e+02 1.338841874999999959e+02 1.337969999999999970e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.358666249999999991e+02 1.328353124999999864e+02 1.337969999999999970e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.281606874999999945e+02 1.347964374999999961e+02 1.337969999999999970e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.283764374999999802e+02 1.353405625000000043e+02 1.337969999999999970e+02 4.291628749999999854e+02 0.000000000000000000e+00
9.297706249999998818e+01 1.937176249999999982e+02 1.337969999999999970e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.367406249999999943e+02 1.233938125000000099e+02 1.233141875000000027e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.358666249999999991e+02 1.223449375000000003e+02 1.233141875000000027e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.281606874999999945e+02 1.243060625000000101e+02 1.233141875000000027e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.283764374999999802e+02 1.248501874999999899e+02 1.233141875000000027e+02 4.291628749999999854e+02 0.000000000000000000e+00
9.297706249999998818e+01 1.832272499999999980e+02 1.233141875000000027e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.367406249999999943e+02 1.407636249999999905e+02 1.411096875000000068e+02 4.291628749999999854e+02 0.000000000000000000e+00
1.358666249999999991e+02 1.397147500000000093e+02 1.411096875000000068e+02 4.291628749999999854e+02 0.000000000000000000e+00
