2.080898249999999727e+00,1.227414596153846071e+00,0.000000000000000000e+00
2.497238682692307421e+00,1.227414596153846071e+00,0.000000000000000000e+00
2.481183663461538735e+00,1.227414596153846071e+00,0.000000000000000000e+00
2.207969336538461391e+00,1.227414596153846071e+00,0.000000000000000000e+00
2.170678125000000236e+00,1.227414596153846071e+00,0.000000000000000000e+00
1.750063269230769158e+00,1.217572493589743621e+00,0.000000000000000000e+00
1.631126999999999994e+00,1.209932583333333200e+00,0.000000000000000000e+00
1.942137778846153795e+00,1.227414596153846071e+00,0.000000000000000000e+00
2.177497528846153774e+00,1.227414596153846071e+00,0.000000000000000000e+00
7.873049134615384137e-01,1.111934429487179354e+00,0.000000000000000000e+00
8.724517788461538803e-01,1.120592570512820352e+00,0.000000000000000000e+00
1.018282038461538308e+00,1.133958538461538490e+00,0.000000000000000000e+00
2.374053923076922867e+00,1.227414596153846071e+00,0.000000000000000000e+00
2.009515384615384370e+00,1.227414596153846071e+00,0.000000000000000000e+00
1.253035499999999969e+00,1.158495634615384295e+00,0.000000000000000000e+00
1.955743499999999857e+00,1.227414596153846071e+00,0.000000000000000000e+00
2.522185932692307730e+00,1.227414596153846071e+00,0.000000000000000000e+00
1.527396230769230590e+00,1.192699564102563947e+00,0.000000000000000000e+00
1.524548999999999710e+00,1.193593397435897430e+00,0.000000000000000000e+00
1.270757365384615367e+00,1.165573371794871749e+00,0.000000000000000000e+00
1.879765182692307413e+00,1.227414596153846071e+00,0.000000000000000000e+00
1.835344269230768877e+00,5.714522711538460698e+00,0.000000000000000000e+00
2.788419000000000203e+00,5.739178442307692585e+00,0.000000000000000000e+00
2.772363980769230185e+00,5.739178442307692585e+00,0.000000000000000000e+00
3.142728432692307283e+00,5.739178442307692585e+00,0.000000000000000000e+00
3.066445182692307814e+00,5.739178442307692585e+00,0.000000000000000000e+00
1.044278221153845942e+00,4.989103932692307453e+00,0.000000000000000000e+00
1.051153961538461523e+00,5.080536346153845528e+00,0.000000000000000000e+00
9.968562692307690876e-01,4.876034711538461686e+00,0.000000000000000000e+00
2.569603413461538199e+00,5.739178442307692585e+00,0.000000000000000000e+00
1.417417471153846087e+00,5.739178442307692585e+00,0.000000000000000000e+00
1.502563442307692343e+00,5.739178442307692585e+00,0.000000000000000000e+00
1.328589951923077050e+00,5.628934096153845879e+00,0.000000000000000000e+00
2.225097432692307642e+00,5.739178442307692585e+00,0.000000000000000000e+00
2.343218163461538328e+00,5.739178442307692585e+00,0.000000000000000000e+00
1.528962923076923275e+00,5.704970538461537899e+00,0.000000000000000000e+00
